wl,f171,f491,f609,f283,f792,f23,f406,f883,f452,f972,f719,f517,f251,f315,f143,f923,f603,f305,f512,f309,f948,f502,f382,f903,f969,f73,f46,f833,f764,f886,f12,f359,f560,f300,f899,f454,f696,f423,f2,f811,f979,f690,f158,f52,f752
421.9,29.437,23.908,0.242,34.341,36.811,17.46,14.839,1.173,30.911,18.887,28.298,39.758,30.559,12.502,13.615,30.778,6.288,39.815,1.905,31.434,21.648,25.374,18.755,1.027,9.593,21.656,36.622,26.119,12.438,39.073,41.027,54.519,39.366,29.62,3.137,28.873,2.096,2.911,3.402,38.529,37.388,7.309,1.311,43.186,9.263
422.27,29.44,24.052,0.225,34.36,36.977,17.808,14.894,1.134,31.28,19.162,28.324,39.964,30.581,12.525,13.62,30.948,6.175,40.06,1.826,31.749,21.798,25.512,19.234,0.975,9.726,21.698,36.934,26.398,12.36,39.3,41.349,54.984,39.668,29.748,3.152,28.888,2.131,2.909,3.426,38.893,37.712,7.37,1.321,43.184,9.448
422.63,29.51,24.146,0.17,34.405,37.046,18.179,14.918,1.139,31.672,19.382,28.363,40.212,30.61,12.526,13.685,31.174,6.063,40.26,1.793,32.01,21.893,25.656,19.704,0.944,9.777,21.657,37.183,26.651,12.266,39.493,41.629,55.333,39.963,29.926,3.17,28.915,2.164,2.873,3.447,39.171,37.993,7.432,1.339,43.237,9.652
423,29.576,24.287,0.15,34.469,37.219,18.547,14.977,1.127,32.063,19.62,28.353,40.452,30.555,12.49,13.698,31.344,6.008,40.549,1.809,32.176,21.95,25.77,20.149,0.967,9.89,21.729,37.45,26.904,12.161,39.697,41.989,55.681,40.173,30.085,3.149,28.94,2.159,2.857,3.46,39.466,38.267,7.491,1.349,43.234,9.781
423.36,29.602,24.422,0.081,34.536,37.301,18.946,15.022,1.155,32.401,19.887,28.327,40.706,30.626,12.491,13.762,31.552,5.936,40.766,1.744,32.336,22.006,25.871,20.626,0.979,9.977,21.73,37.704,27.192,12.048,39.959,42.333,56.067,40.422,30.268,3.174,28.967,2.174,2.834,3.465,39.809,38.525,7.565,1.358,43.262,9.988
423.73,29.669,24.54,0.11,34.617,37.507,19.314,15.047,1.102,32.766,20.193,28.414,40.965,30.724,12.541,13.799,31.735,5.886,41.063,1.699,32.562,22.144,25.978,21.145,0.985,10.084,21.81,37.911,27.464,11.963,40.209,42.653,56.518,40.73,30.484,3.194,29.002,2.204,2.827,3.473,40.12,38.796,7.624,1.335,43.305,10.197
424.09,29.742,24.669,0.124,34.723,37.623,19.707,15.035,1.096,33.131,20.537,28.442,41.193,30.778,12.554,13.854,31.93,5.87,41.333,1.702,32.705,22.254,26.03,21.695,0.972,10.168,21.812,38.18,27.719,11.842,40.365,42.949,56.86,40.959,30.668,3.192,28.991,2.226,2.813,3.502,40.404,39.06,7.66,1.341,43.325,10.379
424.46,29.777,24.892,0.084,34.862,37.767,20.139,15.1,1.147,33.614,20.788,28.477,41.38,30.787,12.592,13.904,32.147,5.778,41.606,1.634,32.949,22.318,26.16,22.269,0.964,10.212,21.802,38.421,27.967,11.762,40.577,43.224,57.271,41.214,30.802,3.208,29.052,2.206,2.796,3.535,40.713,39.3,7.701,1.321,43.388,10.58
424.83,29.797,25.084,0.187,34.978,37.915,20.553,15.198,1.157,33.988,21.047,28.463,41.565,30.782,12.551,13.958,32.318,5.744,41.985,1.555,33.15,22.461,26.238,22.827,0.956,10.281,21.784,38.695,28.212,11.69,40.793,43.55,57.702,41.504,31.044,3.268,29.113,2.222,2.796,3.548,41.013,39.566,7.802,1.302,43.446,10.802
425.19,29.833,25.245,0.188,35.139,38.123,21.002,15.267,1.163,34.384,21.355,28.502,41.816,30.823,12.553,14.002,32.556,5.714,42.379,1.481,33.307,22.515,26.318,23.475,0.969,10.389,21.821,38.979,28.478,11.551,40.983,43.902,58.123,41.773,31.228,3.287,29.205,2.277,2.785,3.522,41.305,39.847,7.856,1.286,43.435,11.041
425.56,29.904,25.385,0.162,35.224,38.313,21.486,15.292,1.19,34.829,21.666,28.553,41.978,30.867,12.51,14.031,32.754,5.693,42.738,1.427,33.534,22.636,26.392,24.081,0.877,10.492,21.843,39.235,28.813,11.422,41.226,44.231,58.512,41.938,31.338,3.351,29.236,2.293,2.789,3.503,41.615,40.207,7.915,1.318,43.484,11.326
425.92,29.889,25.55,0.165,35.307,38.451,21.934,15.42,1.206,35.281,21.998,28.589,42.195,30.916,12.501,14.085,32.903,5.636,43.128,1.398,33.679,22.723,26.447,24.773,0.868,10.55,21.853,39.469,29.028,11.329,41.406,44.566,58.902,42.191,31.545,3.362,29.306,2.299,2.772,3.513,41.955,40.471,7.955,1.331,43.503,11.557
426.29,30.045,25.678,0.146,35.464,38.698,22.376,15.5,1.23,35.682,22.288,28.669,42.457,30.969,12.429,14.097,33.121,5.564,43.537,1.335,33.86,22.834,26.564,25.342,0.844,10.688,21.855,39.713,29.307,11.303,41.579,44.89,59.392,42.414,31.767,3.369,29.409,2.346,2.76,3.525,42.282,40.763,8.011,1.278,43.553,11.791
426.65,30.076,25.874,0.117,35.567,38.836,22.812,15.523,1.271,36.118,22.52,28.679,42.64,31.022,12.441,14.09,33.335,5.482,43.842,1.251,34.093,22.91,26.653,25.942,0.828,10.804,21.872,39.992,29.564,11.285,41.789,45.12,59.82,42.65,31.933,3.382,29.512,2.349,2.74,3.564,42.56,41.053,8.07,1.257,43.591,12.067
427.01,30.123,25.993,0.108,35.698,39.066,23.389,15.571,1.204,36.509,22.84,28.667,42.789,31.14,12.483,14.134,33.524,5.429,44.21,1.242,34.266,23.037,26.734,26.646,0.814,10.946,21.916,40.178,29.816,11.222,41.931,45.432,60.21,42.873,32.127,3.365,29.537,2.361,2.714,3.574,42.8,41.279,8.108,1.276,43.641,12.312
427.38,30.163,26.147,0.092,35.884,39.403,23.937,15.631,1.17,36.971,23.204,28.679,43.086,31.22,12.472,14.164,33.75,5.408,44.636,1.21,34.488,23.064,26.819,27.42,0.772,11.052,21.975,40.41,30.114,11.232,42.114,45.723,60.613,43.174,32.279,3.333,29.543,2.324,2.7,3.632,43.113,41.536,8.149,1.304,43.687,12.574
427.74,30.214,26.333,0.087,36.008,39.638,24.478,15.78,1.208,37.448,23.595,28.779,43.378,31.27,12.489,14.241,33.983,5.324,45.004,1.144,34.768,23.151,26.912,28.29,0.782,11.2,21.996,40.664,30.389,11.159,42.292,45.98,61.056,43.439,32.499,3.28,29.601,2.272,2.661,3.612,43.373,41.795,8.223,1.317,43.734,12.832
428.11,30.226,26.509,0.098,36.192,39.969,25.105,15.88,1.195,37.95,23.928,28.8,43.562,31.381,12.484,14.324,34.248,5.411,45.462,1.091,35.015,23.213,26.988,29.145,0.77,11.308,22.004,40.929,30.719,11.116,42.523,46.284,61.594,43.697,32.667,3.254,29.653,2.315,2.676,3.62,43.696,42.169,8.295,1.316,43.8,13.107
428.47,30.256,26.686,0.068,36.312,40.163,25.722,15.969,1.121,38.463,24.268,28.87,43.988,31.513,12.484,14.328,34.51,5.42,45.903,1.072,35.314,23.353,27.101,30.005,0.735,11.376,22.024,41.196,31.09,11.121,42.786,46.667,62.103,44.012,32.893,3.27,29.766,2.317,2.689,3.647,43.988,42.482,8.361,1.354,43.839,13.474
428.84,30.282,26.882,0.061,36.436,40.422,26.369,16.016,1.098,38.953,24.612,28.828,44.251,31.593,12.547,14.439,34.887,5.43,46.366,1.052,35.525,23.326,27.163,30.936,0.706,11.5,22.031,41.442,31.417,11.064,42.967,46.991,62.59,44.26,33.088,3.285,29.859,2.286,2.647,3.639,44.286,42.854,8.44,1.359,43.831,13.793
429.2,30.405,27.037,0.058,36.657,40.624,27.083,16.022,1.122,39.403,24.996,28.844,44.509,31.624,12.512,14.468,35.202,5.467,46.806,1.065,35.801,23.482,27.234,31.907,0.671,11.624,21.981,41.704,31.852,10.958,43.216,47.301,63.056,44.542,33.286,3.29,29.961,2.239,2.584,3.646,44.583,43.183,8.585,1.357,43.892,14.172
429.57,30.429,27.273,0.135,36.85,40.849,27.671,16.052,1.069,39.902,25.413,28.857,44.798,31.629,12.502,14.543,35.52,5.435,47.19,0.943,36.042,23.541,27.317,32.871,0.619,11.746,21.979,41.897,32.205,10.943,43.361,47.496,63.581,44.845,33.448,3.316,30.095,2.229,2.596,3.705,44.859,43.564,8.621,1.406,43.947,14.484
429.93,30.508,27.507,0.224,36.993,41.009,28.289,16.021,1.115,40.46,25.729,28.996,45.062,31.763,12.517,14.664,35.83,5.445,47.602,0.918,36.235,23.582,27.371,33.817,0.649,11.828,21.996,42.053,32.567,10.889,43.551,47.724,63.956,45.041,33.628,3.342,30.253,2.245,2.614,3.729,45.115,43.837,8.672,1.44,44.004,14.843
430.3,30.475,27.67,0.271,37.095,41.231,28.881,15.995,1.155,40.994,26.069,29.091,45.297,31.784,12.489,14.693,36.097,5.562,48.093,0.896,36.48,23.689,27.461,34.734,0.668,12.016,22.028,42.288,32.949,10.896,43.705,47.953,64.437,45.229,33.837,3.335,30.289,2.216,2.634,3.748,45.393,44.136,8.739,1.444,43.988,15.206
430.66,30.463,27.824,0.18,37.217,41.306,29.492,15.981,1.276,41.544,26.416,29.179,45.488,31.898,12.479,14.757,36.404,5.582,48.495,0.854,36.645,23.847,27.471,35.587,0.694,12.105,22.026,42.487,33.24,10.859,43.863,48.104,64.875,45.425,34.064,3.39,30.406,2.326,2.61,3.824,45.761,44.364,8.805,1.475,43.984,15.534
431.03,30.555,27.962,0.08,37.294,41.455,30.055,16.126,1.22,41.929,26.605,29.274,45.689,31.903,12.414,14.746,36.608,5.637,48.948,0.863,36.904,23.952,27.478,36.412,0.742,12.196,22.092,42.593,33.473,10.922,44.031,48.304,65.29,45.634,34.205,3.46,30.504,2.339,2.58,3.861,45.966,44.63,8.857,1.509,44.001,15.856
431.39,30.57,28.12,0.137,37.394,41.694,30.543,16.134,1.177,42.382,26.913,29.199,45.859,31.956,12.415,14.736,36.852,5.679,49.329,0.833,37.061,24.023,27.486,37.11,0.764,12.259,22.059,42.847,33.813,10.965,44.107,48.441,65.651,45.793,34.356,3.436,30.56,2.354,2.571,3.919,46.18,44.824,8.898,1.546,43.971,16.126
431.75,30.586,28.233,0.1,37.488,41.82,31.068,16.015,1.098,42.75,27.224,29.262,45.997,31.986,12.438,14.724,37.076,5.616,49.649,0.713,37.33,24.058,27.519,37.685,0.777,12.376,22.079,42.954,33.993,11.028,44.279,48.607,65.949,46.027,34.463,3.442,30.634,2.347,2.546,3.922,46.397,45.047,8.971,1.575,43.959,16.464
432.12,30.603,28.312,0.136,37.52,41.988,31.477,16.019,1.064,43.134,27.459,29.239,46.197,32.031,12.406,14.712,37.243,5.628,50.012,0.686,37.521,24.1,27.576,38.424,0.798,12.537,22.107,43.036,34.264,11.016,44.349,48.787,66.289,46.177,34.696,3.421,30.699,2.342,2.548,3.987,46.57,45.278,8.975,1.585,43.908,16.727
432.48,30.684,28.396,0.058,37.624,42.095,31.957,16.036,1.052,43.494,27.697,29.262,46.404,32.118,12.501,14.761,37.492,5.602,50.26,0.624,37.708,24.14,27.675,39.124,0.816,12.644,22.138,43.13,34.518,11.03,44.47,49.011,66.585,46.378,34.793,3.38,30.732,2.369,2.595,4.023,46.761,45.401,9.014,1.607,43.847,16.949
432.85,30.747,28.543,0.004,37.778,42.299,32.452,15.987,1.02,43.836,27.882,29.196,46.519,32.092,12.494,14.829,37.67,5.666,50.562,0.626,37.885,24.181,27.713,39.793,0.846,12.71,22.142,43.302,34.798,11.036,44.564,49.178,66.867,46.558,34.969,3.343,30.701,2.323,2.596,4.044,46.987,45.63,9.103,1.617,43.846,17.196
433.21,30.776,28.743,0.001,37.855,42.433,32.943,16.089,0.994,44.161,28.21,29.21,46.732,32.119,12.478,14.824,37.908,5.655,50.8,0.635,38.006,24.18,27.729,40.554,0.906,12.855,22.179,43.406,35.036,11.073,44.642,49.345,67.129,46.744,35.122,3.383,30.778,2.389,2.572,4.073,47.161,45.739,9.181,1.609,43.818,17.414
433.58,30.896,28.829,0.053,37.892,42.662,33.478,16.151,1.015,44.535,28.479,29.215,46.817,32.137,12.464,14.893,38.187,5.635,51.034,0.557,38.217,24.182,27.764,41.21,0.904,12.994,22.207,43.485,35.277,11.089,44.756,49.41,67.316,46.845,35.216,3.412,30.772,2.426,2.596,4.163,47.328,45.876,9.18,1.615,43.787,17.687
433.94,30.795,28.956,0.037,37.928,42.78,33.95,16.148,1.048,44.899,28.732,29.178,46.981,32.176,12.485,14.946,38.419,5.645,51.305,0.545,38.37,24.211,27.741,41.954,0.932,13.083,22.221,43.636,35.512,11.072,44.933,49.534,67.513,46.988,35.293,3.458,30.8,2.399,2.636,4.184,47.429,46.037,9.224,1.675,43.761,17.974
434.3,30.773,28.969,0.099,37.98,42.87,34.454,16.176,1.039,45.285,28.921,29.151,47.222,32.198,12.435,15.018,38.703,5.653,51.604,0.566,38.486,24.252,27.647,42.699,1.015,13.25,22.253,43.747,35.73,11.031,45.001,49.68,67.678,47.173,35.402,3.448,30.799,2.357,2.652,4.21,47.612,46.18,9.282,1.684,43.724,18.231
434.67,30.818,29.143,0.19,38.132,43.111,34.968,16.215,0.964,45.707,29.128,29.056,47.417,32.178,12.454,15.051,38.937,5.629,51.873,0.51,38.65,24.291,27.662,43.335,1.029,13.208,22.204,43.805,35.974,11.016,45.14,49.794,67.897,47.301,35.491,3.419,30.867,2.377,2.664,4.236,47.822,46.315,9.327,1.668,43.678,18.502
435.03,30.778,29.246,0.202,38.234,43.275,35.439,16.214,0.97,46.052,29.351,29.056,47.422,32.256,12.481,15.064,39.208,5.556,52.1,0.382,38.746,24.402,27.687,44.017,1.105,13.344,22.256,43.902,36.258,11.016,45.285,49.915,68.222,47.472,35.701,3.432,30.92,2.452,2.692,4.295,47.913,46.514,9.385,1.647,43.675,18.761
435.4,30.719,29.428,0.182,38.446,43.455,35.848,16.177,1.036,46.321,29.548,29.046,47.57,32.302,12.454,15.136,39.51,5.675,52.427,0.453,38.792,24.417,27.724,44.662,1.159,13.443,22.247,43.97,36.462,10.97,45.354,49.992,68.58,47.639,35.86,3.451,30.963,2.504,2.685,4.316,48.074,46.673,9.431,1.652,43.636,19.032
435.76,30.703,29.534,0.162,38.612,43.608,36.327,16.184,1.093,46.653,29.754,29.059,47.744,32.285,12.442,15.108,39.773,5.633,52.681,0.426,38.902,24.403,27.765,45.402,1.176,13.602,22.242,43.939,36.599,10.943,45.501,50.132,68.735,47.756,35.917,3.447,30.994,2.497,2.636,4.344,48.181,46.744,9.479,1.699,43.62,19.302
436.12,30.765,29.611,0.233,38.737,43.712,36.724,16.224,1.11,47.019,29.996,29.053,47.775,32.262,12.413,15.138,40.03,5.694,52.973,0.387,38.98,24.391,27.693,46.151,1.214,13.758,22.274,44.041,36.779,10.93,45.568,50.156,68.892,47.837,36.003,3.372,30.978,2.5,2.659,4.384,48.37,46.893,9.532,1.706,43.615,19.627
436.49,30.798,29.708,0.204,38.867,43.932,37.258,16.16,1.123,47.285,30.217,29.075,47.942,32.299,12.37,15.133,40.22,5.626,53.265,0.348,39.154,24.481,27.728,47.001,1.203,13.895,22.339,44.071,37.046,10.892,45.714,50.192,69.174,47.943,36.134,3.435,31.007,2.588,2.685,4.398,48.508,46.953,9.546,1.717,43.6,19.905
436.85,30.808,29.794,0.151,38.948,44.154,37.782,16.241,1.102,47.614,30.53,29.067,48.094,32.309,12.33,15.153,40.44,5.585,53.53,0.322,39.265,24.481,27.691,47.724,1.203,14.039,22.355,44.11,37.181,10.861,45.771,50.223,69.365,48.033,36.268,3.457,31.009,2.646,2.722,4.424,48.652,47.071,9.547,1.735,43.538,20.182
437.22,30.79,29.922,0.138,39.1,44.344,38.211,16.299,1.059,47.973,30.743,29.05,48.182,32.403,12.291,15.137,40.615,5.547,53.858,0.309,39.379,24.438,27.634,48.438,1.269,14.165,22.37,44.19,37.413,10.822,45.92,50.367,69.559,48.076,36.351,3.435,31.01,2.631,2.702,4.427,48.833,47.234,9.598,1.711,43.45,20.509
437.58,30.782,29.947,0.187,39.197,44.555,38.571,16.393,0.996,48.284,31.021,28.97,48.377,32.417,12.266,15.124,40.831,5.538,54.159,0.346,39.427,24.545,27.598,49.061,1.279,14.288,22.402,44.246,37.537,10.853,45.964,50.434,69.793,48.156,36.476,3.39,31.028,2.633,2.644,4.476,48.974,47.365,9.674,1.692,43.353,20.735
437.94,30.771,30.075,0.237,39.348,44.78,39.006,16.378,1.085,48.57,31.306,28.978,48.468,32.478,12.248,15.118,41.028,5.474,54.325,0.361,39.503,24.557,27.573,49.746,1.303,14.362,22.447,44.187,37.638,10.847,46.047,50.561,69.91,48.221,36.571,3.351,31.088,2.624,2.612,4.521,49.093,47.487,9.723,1.694,43.325,20.986
438.31,30.779,30.112,0.248,39.435,44.859,39.341,16.409,1.059,48.866,31.538,29.039,48.561,32.509,12.243,15.126,41.148,5.444,54.524,0.339,39.597,24.486,27.568,50.39,1.317,14.47,22.457,44.277,37.847,10.836,46.049,50.622,70.021,48.345,36.63,3.339,31.089,2.567,2.665,4.491,49.14,47.642,9.727,1.695,43.265,21.262
438.67,30.799,30.189,0.197,39.469,45.014,39.675,16.49,1.119,49.106,31.714,29.052,48.63,32.522,12.279,15.128,41.323,5.402,54.748,0.312,39.63,24.498,27.562,50.927,1.324,14.596,22.47,44.327,37.985,10.786,46.078,50.668,70.118,48.447,36.727,3.303,31.112,2.609,2.66,4.5,49.263,47.732,9.792,1.689,43.175,21.485
439.03,30.85,30.237,0.144,39.562,45.099,40.012,16.499,1.162,49.235,31.914,29.145,48.602,32.476,12.24,15.159,41.5,5.326,54.951,0.344,39.76,24.46,27.587,51.554,1.381,14.731,22.516,44.378,38.09,10.762,46.152,50.695,70.161,48.419,36.728,3.256,31.085,2.59,2.707,4.512,49.356,47.821,9.85,1.723,43.148,21.737
439.4,30.914,30.318,0.194,39.729,45.217,40.383,16.514,1.18,49.413,32.092,29.103,48.759,32.488,12.209,15.212,41.632,5.317,55.091,0.374,39.798,24.445,27.591,52.196,1.395,14.857,22.549,44.397,38.275,10.704,46.178,50.778,70.354,48.408,36.885,3.296,31.113,2.566,2.707,4.544,49.4,47.864,9.836,1.709,43.108,21.938
439.76,30.979,30.394,0.22,39.777,45.341,40.681,16.555,1.272,49.62,32.296,29.184,48.816,32.455,12.151,15.236,41.857,5.37,55.351,0.461,39.834,24.467,27.516,52.67,1.369,14.968,22.616,44.478,38.395,10.67,46.212,50.889,70.444,48.482,36.914,3.282,31.066,2.605,2.707,4.499,49.533,47.924,9.871,1.692,43.06,22.178
440.12,30.996,30.469,0.222,39.855,45.407,40.957,16.558,1.243,49.795,32.385,29.162,48.868,32.511,12.165,15.222,41.965,5.35,55.553,0.493,39.972,24.499,27.406,53.216,1.343,15.08,22.648,44.506,38.547,10.615,46.25,50.925,70.539,48.51,36.944,3.255,31.109,2.609,2.652,4.542,49.598,48.04,9.866,1.69,43.046,22.435
440.49,30.977,30.526,0.198,39.927,45.566,41.191,16.595,1.246,49.887,32.528,29.191,49.014,32.559,12.163,15.187,42.071,5.277,55.748,0.457,40.056,24.542,27.399,53.805,1.308,15.2,22.628,44.579,38.661,10.569,46.292,50.95,70.662,48.583,37,3.269,31.121,2.655,2.611,4.575,49.606,48.087,9.831,1.681,43.017,22.679
440.85,30.937,30.559,0.203,40.054,45.729,41.461,16.612,1.3,50.139,32.737,29.154,49.059,32.612,12.11,15.2,42.26,5.215,55.994,0.448,40.115,24.547,27.311,54.307,1.296,15.28,22.652,44.603,38.736,10.518,46.354,50.948,70.769,48.711,37.108,3.24,31.107,2.639,2.598,4.607,49.694,48.206,9.855,1.702,42.973,22.878
441.21,30.952,30.628,0.06,40.091,45.856,41.779,16.602,1.302,50.275,32.894,29.187,49.173,32.617,12.122,15.154,42.404,5.125,56.217,0.444,40.156,24.572,27.221,54.838,1.322,15.38,22.668,44.697,38.878,10.442,46.412,51.007,70.957,48.806,37.202,3.188,31.071,2.593,2.551,4.584,49.767,48.363,9.92,1.711,42.906,23.076
441.58,30.963,30.691,0.008,40.106,45.872,42.045,16.589,1.34,50.4,33.083,29.224,49.258,32.603,12.137,15.18,42.549,5.097,56.379,0.456,40.201,24.606,27.175,55.346,1.328,15.539,22.685,44.701,39.026,10.368,46.412,51.018,71.086,48.888,37.305,3.165,31.095,2.615,2.494,4.584,49.917,48.447,9.918,1.69,42.825,23.293
441.94,30.981,30.776,0.01,40.19,45.925,42.285,16.57,1.342,50.588,33.299,29.311,49.326,32.639,12.152,15.138,42.63,5.037,56.605,0.392,40.255,24.608,27.217,55.892,1.289,15.641,22.696,44.651,39.193,10.271,46.423,51.005,71.212,48.908,37.36,3.241,31.148,2.674,2.511,4.573,49.966,48.561,9.909,1.699,42.746,23.462
442.3,30.977,30.803,-0.008,40.189,46.029,42.646,16.65,1.328,50.808,33.547,29.427,49.355,32.626,12.112,15.113,42.751,4.957,56.813,0.397,40.276,24.51,27.137,56.457,1.252,15.876,22.705,44.703,39.339,10.158,46.402,50.991,71.375,48.946,37.424,3.309,31.167,2.743,2.5,4.596,50.044,48.656,9.948,1.703,42.67,23.672
442.67,31.004,30.911,-0.019,40.2,46.09,42.958,16.728,1.272,51.006,33.72,29.447,49.498,32.631,12.116,15.108,42.837,4.884,57.012,0.418,40.314,24.469,27.049,56.949,1.193,15.931,22.625,44.688,39.402,10.025,46.382,50.947,71.453,48.956,37.474,3.281,31.156,2.742,2.468,4.581,50.181,48.669,9.974,1.679,42.532,23.848
443.03,31.062,30.887,-0.044,40.156,46.189,43.251,16.772,1.252,51.238,33.848,29.461,49.557,32.662,12.065,15.058,42.932,4.806,57.148,0.377,40.358,24.446,26.914,57.417,1.228,16.017,22.62,44.662,39.538,9.931,46.364,50.925,71.498,48.985,37.559,3.313,31.108,2.757,2.496,4.579,50.271,48.769,10.019,1.711,42.46,24.059
443.39,31.076,30.94,-0.039,40.283,46.33,43.468,16.87,1.275,51.5,34.063,29.445,49.575,32.697,12.059,15.066,43.083,4.761,57.385,0.36,40.388,24.479,26.866,57.911,1.248,16.178,22.62,44.739,39.748,9.862,46.399,50.97,71.546,49.029,37.683,3.332,31.084,2.774,2.479,4.603,50.341,48.878,10.09,1.693,42.377,24.249
443.76,31.031,30.978,-0.024,40.383,46.427,43.762,16.83,1.251,51.682,34.236,29.405,49.631,32.766,12.059,15.054,43.262,4.661,57.536,0.367,40.448,24.449,26.835,58.419,1.247,16.307,22.597,44.752,39.832,9.721,46.433,51.004,71.738,49.118,37.846,3.405,31.129,2.814,2.445,4.652,50.419,48.951,10.133,1.702,42.257,24.408
444.12,31.056,31.02,-0.016,40.419,46.505,44.028,16.889,1.251,51.876,34.458,29.487,49.606,32.788,12.097,15.017,43.377,4.625,57.709,0.333,40.501,24.4,26.721,58.861,1.254,16.437,22.583,44.708,39.925,9.644,46.434,51.039,71.771,49.183,37.906,3.349,31.134,2.807,2.449,4.684,50.5,49.077,10.158,1.683,42.196,24.649
444.48,31.035,31.114,-0.059,40.471,46.568,44.268,16.888,1.274,52.02,34.568,29.542,49.589,32.797,12.191,15.011,43.457,4.568,57.894,0.306,40.566,24.365,26.711,59.354,1.225,16.586,22.637,44.707,40.017,9.589,46.438,51.023,71.873,49.264,37.971,3.313,31.121,2.795,2.42,4.673,50.571,49.131,10.138,1.685,42.111,24.851
444.85,31.066,31.122,-0.128,40.496,46.639,44.431,16.828,1.296,52.136,34.72,29.632,49.645,32.825,12.24,15.025,43.608,4.552,58.108,0.354,40.599,24.441,26.706,59.783,1.237,16.734,22.66,44.723,40.151,9.528,46.424,51.015,71.959,49.363,38.04,3.337,31.102,2.822,2.436,4.674,50.629,49.142,10.156,1.706,42.009,25.044
445.21,31.1,31.188,-0.227,40.487,46.75,44.676,16.851,1.383,52.189,34.841,29.695,49.671,32.883,12.219,15.085,43.748,4.459,58.298,0.301,40.676,24.415,26.681,60.249,1.261,16.914,22.693,44.736,40.29,9.393,46.449,51.074,72.008,49.385,38.149,3.38,31.089,2.842,2.455,4.644,50.738,49.208,10.174,1.697,41.976,25.266
445.57,31.141,31.23,-0.222,40.57,46.795,44.87,16.838,1.388,52.405,34.94,29.702,49.8,32.916,12.262,15.103,43.885,4.421,58.505,0.29,40.741,24.417,26.622,60.627,1.285,17.093,22.71,44.804,40.398,9.297,46.444,51.082,72.096,49.424,38.18,3.403,31.074,2.848,2.473,4.64,50.807,49.238,10.167,1.684,41.923,25.471
445.93,31.175,31.272,-0.263,40.684,46.806,45.068,16.846,1.354,52.592,35.074,29.613,49.907,32.94,12.28,15.095,44.055,4.393,58.696,0.337,40.871,24.401,26.577,61.009,1.28,17.237,22.713,44.811,40.463,9.239,46.426,51.123,72.272,49.498,38.244,3.393,31.057,2.866,2.438,4.673,50.826,49.285,10.164,1.676,41.838,25.699
446.3,31.14,31.352,-0.271,40.637,46.848,45.182,16.864,1.347,52.733,35.19,29.603,49.977,32.93,12.277,15.143,44.197,4.37,58.835,0.34,40.929,24.396,26.509,61.354,1.316,17.381,22.71,44.775,40.509,9.163,46.417,51.107,72.33,49.494,38.281,3.414,30.977,2.867,2.443,4.694,50.846,49.332,10.155,1.686,41.796,25.89
446.66,31.068,31.395,-0.316,40.634,46.851,45.355,16.902,1.373,52.899,35.27,29.608,50.135,32.972,12.272,15.153,44.298,4.372,58.993,0.311,40.949,24.415,26.472,61.689,1.284,17.485,22.678,44.67,40.535,9.055,46.442,51.137,72.467,49.561,38.354,3.488,30.984,2.919,2.374,4.686,50.867,49.374,10.165,1.677,41.706,26.026
447.02,31.009,31.427,-0.345,40.608,46.895,45.517,16.837,1.441,53.073,35.406,29.649,50.147,32.963,12.32,15.148,44.467,4.321,59.176,0.273,40.985,24.458,26.424,61.934,1.301,17.596,22.713,44.664,40.603,9.003,46.471,51.172,72.559,49.632,38.4,3.52,31.007,2.99,2.354,4.709,50.942,49.429,10.209,1.684,41.648,26.182
447.38,31.001,31.474,-0.313,40.742,46.909,45.639,16.819,1.467,53.249,35.561,29.671,50.186,33.042,12.362,15.204,44.562,4.238,59.235,0.203,41.065,24.44,26.382,62.267,1.32,17.705,22.705,44.656,40.609,8.962,46.533,51.135,72.55,49.577,38.444,3.582,31.049,3.006,2.333,4.776,50.956,49.515,10.246,1.693,41.579,26.315
447.75,31.011,31.555,-0.313,40.78,46.979,45.81,16.812,1.458,53.298,35.657,29.759,50.266,33.065,12.324,15.177,44.662,4.233,59.357,0.2,41.042,24.395,26.381,62.542,1.365,17.779,22.649,44.649,40.625,8.937,46.534,51.106,72.636,49.615,38.495,3.589,30.987,3.027,2.31,4.77,51.044,49.558,10.295,1.697,41.505,26.4
448.11,31.053,31.612,-0.258,40.83,47.004,45.911,16.819,1.491,53.446,35.835,29.811,50.298,33.037,12.334,15.209,44.867,4.15,59.489,0.159,41.139,24.346,26.345,62.767,1.386,17.91,22.648,44.535,40.707,8.881,46.54,51.071,72.68,49.603,38.508,3.617,30.978,3.028,2.334,4.794,51.097,49.614,10.328,1.72,41.39,26.496
448.47,31.054,31.628,-0.252,40.85,47.093,46.093,16.785,1.505,53.66,35.945,29.874,50.318,33.024,12.375,15.255,44.966,4.12,59.616,0.106,41.222,24.279,26.308,63.112,1.438,18.05,22.658,44.526,40.774,8.834,46.503,51.063,72.757,49.573,38.54,3.623,30.963,3.051,2.342,4.788,51.15,49.68,10.314,1.709,41.307,26.657
